2P2Equals5,Herr_Leverkuhn
flcardiacnurse,caitlinmoran
guitarmaker01,RichardGrenell
nickciampone,dbongino
NWorthy25,dbongino
TheKevinW,iraLFOD
jordana09,JackeeHarry
LibertaEst,WINDOCTORRX
TWITMO_INMATE,RichardGrenell
Godluvupatriot,RichardGrenell
Ickyfoo,iraLFOD
cbrnetaskforce,FedUpWithGovmt
G_P_Harrison,RichardGrenell
Gib45748589,RichardGrenell
veglady46,Policy
galloy_tammie,RichardGrenell
KarenPye15,RichardGrenell
mcgkorde,Reality_HereNow
BrewCrewGold,LydiaLynn89
bugs4551245091,RichardGrenell
PatMann1,RichardGrenell
DeborahOrona,RichardGrenell
Quoque_tu_Brute,chadfelixg
ted06244154,CallingBSonU
deane_picard,QuareFellas
BeataVeleber,RichardGrenell
carrilloh_h,RichardGrenell
goodmac,dbongino
KIR_bigg50,chadfelixg
PamelaB98884515,David_Bossie
binriv99,ColMorrisDavis
drunkvegans,DrGJackBrown
aintnobarbie,RichardGrenell
lindamac12steps,RichardGrenell
SusanBedell,David_Bossie
LMWatsonNV,RichardGrenell
Candace34264146,RichardGrenell
YoungerLorna,joncoopertweets
ReleaseIrish20,dbongino
MaraJade_2017,RomanHoratio
ramonediaz,RichardGrenell
CatActExpert,ColMorrisDavis
art1032,hiking2arizona
CoolHandLuke001,RichardGrenell
SCGalforLiberty,RichardGrenell
JohnSkowronski4,RichardGrenell
ReneeBevevino,chadfelixg
RubyH32434654,RichardGrenell
chiarapellegri9,fiatcurrency
DaniloBrack,RichardGrenell
Anzers,dbongino
PirateCapt38,RichardGrenell
JimRobe70184873,lavist1
gem19712002,RichardGrenell
ITroll4u2,Omnissiah_Mike
Stitchman1952,RichardGrenell
teknowiztx,Sun_Q_Tzu
JMuller_5050,RAZ0RFIST
User_Name_Null,User_Name_Null
Man8Music,RichardGrenell
_agd,RichardGrenell
RestingMyWings,lesleyabravanel
Allan73560203,dbongino
joegellene,RichardGrenell
VidaAhangar1,RichardGrenell
marklangford,Hoosiers1986
kartbeforehorse,joncoopertweets
basketofgold,RichardGrenell
b_ingridb,RichardGrenell
kartbeforehorse,joncoopertweets
BringingThaHeat,RichardGrenell
OurOneDayFarm,RichardGrenell
jamiecoleman57,cheryleliz
hankt72,RichardGrenell
JillRammstein,dbongino
JimmyEd5,RichardGrenell
BillCoughlin2,lavist1
Brenda43232193,deanomight1
marksward85,nedryun
Afzal86,SuperSaf
samar19906,RichardGrenell
dowelldon1,RichardGrenell
Tj31Tim,dmon4ever
dawg_lb,Jeannie22757716
ChiefNman,RichardGrenell
fuk_hed,officialmcafee
oso1mex,joncoopertweets
DitollaMr,RichardGrenell
Averb16,RichardGrenell
GregWBond,RichardGrenell
debjanise,LeslieM3355
PhillipUzzell,dbongino
durbin_marilyn,SebGorka
LauraD1216,dbongino
unicornpuffycld,dbongino
rebarbill,liberalismental
Lynnlittle08,RichardGrenell
krissa_kray,chadfelixg
museumof_man,RichardGrenell
vinnieoftexas_,RichardGrenell
KathyMehal,Sun_Q_Tzu
Lucasp1986,dbongino
JpWeezy0341,RichardGrenell
OrsonOrange,lsanger
iluvtwitch,RichardGrenell
dowelldon1,RichardGrenell
VidaAhangar1,RichardGrenell
MikeForester,wearevotingyes
Ericksurchile,RichardGrenell
3172jam,RichardGrenell
Thalassatx,LeslieM3355
TX_Bruce,RichardGrenell
nautique99,dbongino
annbellipanni,RichardGrenell
_agd,RichardGrenell
Ron97687992,RichardGrenell
jodieluvhandles,Sun_Q_Tzu
LRarey,RichardGrenell
Azfakerunner,DrGJackBrown
lpow9898,RichardGrenell
teamkimlisa,Strandjunker
MEchmalian,dbongino
ronmiller783,dbongino
jt557777,RichardGrenell
jamiecoleman57,DdrennanN
khalid88sp,abdullah1134381
lush_cmte,dbongino
AthiestKEK,RichardGrenell
justasalezguy,RichardGrenell
Teresa_Denemy,ColMorrisDavis
TomDuell,joncoopertweets
dougsaul70,dbongino
care_myers,RichardGrenell
Suzanne11568987,dbongino
suhasj,marklucovsky
basketofgold,dbongino
mdclgyselinck,12_USC_Sec_2384
drjamescordella,RichardGrenell
Jas55Jas,RichardGrenell
BillBoatman3,RichardGrenell
Towle193,OratorBlog
val26534947,RichardGrenell
HarrySallyw,cenkpesos
Kevin55270638,JustInformU
libertytrader17,RichardGrenell
HathawayMaga,RichardGrenell
JonathanProenz1,RichardGrenell
MediaControlsU,RichardGrenell
PillLlc,RichardGrenell
LakeZelda,dbongino
al_aven,RichardGrenell
lisadrainey,RichardGrenell
PROTARGA,dbongino
1medicsmom,RichardGrenell
haborade,dbongino
Ole_pappy,RichardGrenell
Wanda26766003,RichardGrenell
pam4254,RichardGrenell
ScotttShannon,RichardGrenell
Out5p0ken,hiking2arizona
reality_woken7,dbongino
Pete11139964,Chrisnoll142
dcrewe1234,RichardGrenell
DonBeckBronzes,RichardGrenell
jamiecoleman57,blynnpsyduck
telluridebound,dbongino
becmur,jmrooney501
jamcutie11,goldietaylor
TonyVexasxxx,RichardGrenell
MiniMiki333,RichardGrenell
MattParscale,David_Bossie
01shadow007,dbongino
BryanSimmons3,RichardGrenell
Ole_pappy,j_jung57
Coqui013,RichardGrenell
thezimaman,dbongino
robolivo,dbongino
loriann2639,blairs7x70
sheldonstevig,pinkichiban
PoliticalAnt,murray_nyc
sighwhataday,DrGJackBrown
liquidrifts,dbongino
mackette52,RichardGrenell
letseathh,dbongino
panamazon,dbongino
Pete11139964,nateblackout
Linda54243596,RichardGrenell
1980_inwen,dbongino
IgorZeTodorovic,theserfstv
DickH29557805,RichardGrenell
5M23129,GFano2
Nott_Like_The_O,AdamCC75
IknowNo24994942,dbongino
Padoozles,RichardGrenell
BrizbaneNation,BRVTVSMAXIMVS
Josh33194432,DrGJackBrown
BrianVagell,RichardGrenell
lapagapeo,RichardGrenell
sandramoon_11,RichardGrenell
CynthiaCoopers2,RichardGrenell
InsultBotTrump,RichardGrenell
JerseyGridlock,RichardGrenell
littlefurrycats,ArtieVandelay1
Studhombre,RichardGrenell
AliceShawLand,MiaFarrow
DulaLynne,RichardGrenell
BradySullivan69,therealmikedean
robocybernetic,RichardGrenell
DamnDirtyApe4,RichardGrenell
Andrea_51544005,LeslieM3355
noplanann,RichardGrenell
ArleneSolotoff,morningmika
dagnysdream,RichardGrenell
ChristineDenha4,RichardGrenell
tpv40,RichardGrenell
robertcota,dbongino
RealDickPeters1,RichardGrenell
Onamier,Gallpa6
DianeNawn,RichardGrenell
OuThomasMartin,dbongino
AkSeashell,dbongino
AndrewAWashburn,RichardGrenell
Larsofhaus1,RichardGrenell
thoughtsnstuff2,RichardGrenell
Irishgirl_88,dbongino
Looq2A,dbongino
StoxMan1,dbongino
deberdoo000,dbongino
HappywithmyLif2,EliseStefanik
hankt72,RichardGrenell
BrianVagell,RichardGrenell
trump_at2,RichardGrenell
Awqken1,dbongino
ceasar221,teedanyeur
NancyStickel001,RichardGrenell
AreySharmaJii,Mr__Ayushmishra
wafa_2030_ksa,RichardGrenell
Richard_Goulden,dbongino
FreddyLawrence1,DrGJackBrown
AndrewAWashburn,RichardGrenell
adreed13,dbongino
Pandora_ADT2ND,CABeararms
Poetic_line,ColMorrisDavis
topnotch36533,SethAbramson
AllAmericanMaIe,RichardGrenell
NoufMoh02885788,Reem_AlHarmi
PPARK1111,dbongino
LycRosie,David_Bossie
kphoto2020,RichardGrenell
mackette52,dbongino
springtimein,RichardGrenell
EricoChili,RichardGrenell
chris30542,RichardGrenell
_JDP0208_,eliehonig
Puppyapproved2,dbongino
HOLYFOUNT,dbongino
DeplorableCanad,RichardGrenell
Tandborste123,RichardGrenell
basketofgold,RichardGrenell
allan3263,seattle22584153
Orangejoe82,joncoopertweets
BunkerBuster77,dbongino
mshannonmc,chadfelixg
redawg5,RichardGrenell
faulknerbrent2,dbongino
BellsInequality,RichardGrenell
Akshita_Ram,PandeyJee77
AishaKh00368236,Mohsinamir10
NarayanRR,DrGJackBrown
Sixlets821,AweSchap
Ernie12701223,RichardGrenell
ambinc1,Debbie_Vesino
donlorusso,joncoopertweets
BrianVagell,RichardGrenell
RegularGuy28,RichardGrenell
my2cent95070851,dm3300
RealFrankDank,RichardGrenell
lilbittyross,RichardGrenell
justasalezguy,RichardGrenell
Polly01639091,RichardGrenell
RealizingThingz,dbongino
JGPDR23,RichardGrenell
TheBatman1961,dbongino
casscj,RichardGrenell
gina_durosko,RichardGrenell
SherrieEngler,EliseStefanik
Luisraos,RichardGrenell
dowelldon1,RichardGrenell
Stephan48386603,JustInformU
qtstunner,RichardGrenell
toddncsd,RichardGrenell
realTrumpshaker,tblbadash
Louiedapick,RichardGrenell
jermada1,RichardGrenell
KAGparty2020,RichardGrenell
KenBail08133349,RichardGrenell
BunnyHopkins17,Annakhait
SCNana3,RichardGrenell
Lott4Trump,RichardGrenell
amGourav,attomeybharti
aliluvslife,RichardGrenell
JdWarren2,dbongino
BenBryant2017,RichardGrenell
Finkelmeister,ArtieVandelay1
twatterjailbird,liberalismental
terilynn0102,mimi_resists
Daisy3072,RichardGrenell
BidenGropedMe,RichardGrenell
wafa_2030_ksa,RichardGrenell
RyanCampbellSG1,RichardGrenell
Pete11139964,nateblackout
rakurabu,dbongino
Oshiocee,RichardGrenell
DarrochWave,RichardGrenell
Raptorias,dbongino
jlc225,RichardGrenell
tlansdown,RichardGrenell
BringIt16017654,dbongino
UGHN4MGISEOK,sinseoks
AMpatriot2016,RichardGrenell
lilbittyross,RichardGrenell
BeachesToBluffs,todtalks
XTheRenegade,talkhoops
usNewshound,RichardGrenell
sunset_dawn2,RichardGrenell
jenniferpearce,RichardGrenell
jrichardson459,Strandjunker
confl8,RichardGrenell
MarieReeRe,dbongino
ZenyattaforPres,ReluctantActvst
jt557777,dbongino
sharon_grasty,RichardGrenell
ImAllinMAGA,hughhewitt
DDDMay434,DamoPelham
Felix12849484,adasomg
kenociakol,ArtieVandelay1
CarmoSteph,BonniBK
Tiff1961,dbongino
Lee0456lee,TheDamascusPush
mcgoneglekelly,CHHR01
kellypaulinepo2,prayerfeathers
MatuaJustin,OrtaineDevian
ChavisMika,RichardGrenell
MINISTERBRENDA,RichardGrenell
PeterECassidy,RichardGrenell
behling_holly,langdaleca
gene_alice,EliseStefanik
JenfigJf,dbongino
DennisKemboi_,DennisKemboi_
TexLady2,Lincolnhawk331
JayneMachacek,RichardGrenell
lindafoster1313,dbongino
pserr42,Margare14571757
stanspak,H_MitchellPhoto
dmd1943,Out5p0ken
shawnte40,montaga
takeback66,RichardGrenell
yoncebrie,BrettRedacted
MikeForester,Noid68
annbellipanni,RichardGrenell
IAmSoShutUp,liberalismental
starrbasket,RichardGrenell
dotsydg,RichardGrenell
ChasingNehemiah,RichardGrenell
lilbittyross,RichardGrenell
Looq2A,RichardGrenell
PatrickSherrie,dbongino
BretMar90369396,dbongino
CinqueCaps,RichardGrenell
patsfan7429,RichardGrenell
robertcapko,RichardGrenell
Pete11139964,BBrkdwn
MEFA_TNB,LeslieM3355
4allusapatroits,RichardGrenell
chicvidbabe222,RichardGrenell
zombiemilano,pharaohfire
rhodesgarden,RichardGrenell
Khalid_a_asiri,RichardGrenell
Ava70h,RichardGrenell
cyclepath55,Southrngirl77
DitollaMr,RichardGrenell
direwolf101,zachhaller
KAGparty2020,RichardGrenell
7zed1,dbongino
Andrewtmcdaniel,RichardGrenell
lnicola1231,langdaleca
valderah2,dbongino
RaulOConnor14,dbongino
tsgerkin,DrGJackBrown
stahawg,RichardGrenell
ToruOkada69,SandraDunn1955
MikeJBarnes,RichardGrenell
CaliforniaVice1,justine_clout
SusanKelly29,EliseStefanik
MindyEr00926548,dbongino
EdStern,yashar
millersaraj,todtalks
par3t0wl,Btaylor74
BatistaGii,questlove
GP3ach,dbongino
ZenGuille,dbongino
Lynnlittle08,dbongino
MANNYPIMENTEL73,RichardGrenell
jamiecoleman57,a_Oconformist
CvStryker,RichardGrenell
Meeshe3,RichardGrenell
PaulaDaly14,RichardGrenell
nitenurse2,FeddiUp
zyrokin2,lsanger
Theresarosa5,dbongino
Freedom533,RichardGrenell
GiannaJax,DanaHoule
gramminy,RichardGrenell
ElleTortuga,RichardGrenell
Lesdesplorable1,RichardGrenell
fancie64,RichardGrenell
Jw4Jesus,RichardGrenell
billpostmus,chadfelixg
CaAwake,RichardGrenell
suzyQ_KAG2020,RichardGrenell
gigi419,RichardGrenell
StokNathalie,RichardGrenell
unm066,fayez_101
KarenRE101,dbongino
Mazzo08510825,dbongino
Xicano2nd,LeslieM3355
Ronwood18448935,RichardGrenell
Englshgrl61,RichardGrenell
Stanley02012090,RichardGrenell
millersaraj,cjomojo
JanineOShea,RichardGrenell
Frangipanidewi,joncoopertweets
2NinerSavoy,langdaleca
NLTCNY,RichardGrenell
joycemfs,joncoopertweets
pcgallagher17,RichardGrenell
LilypupTheChigi,ColMorrisDavis
ManzDuayne,dbongino
trump_1400,RichardGrenell
CatNoon4,DrGJackBrown
JakeStraker,dbongino
realpamdurant,dbongino
lordhaha67,dbongino
dbongino,RichardGrenell
thewatchfulmom,dbongino
emma89557735,DrGJackBrown
Ruth04125244,RichardGrenell
drzoegrey,nosteponsnek220
OfSquonk,chiIIum
trump_1400,RichardGrenell
Agent_Orange69,RichardGrenell
sc_lorraine,RichardGrenell
MGC9669,metricharley
ericpowell1,RichardGrenell
JMBrown53788079,RichardGrenell
plc01348304,RichardGrenell
Robert0G0nzalez,AdamCC75
emmbaloo,Strandjunker
CamliaSweetlipz,cinderellaicius
jenniferpearce,chadfelixg
Catmand78067861,RichardGrenell
AboMohannad36,RichardGrenell
Official_Acc_J,RichardGrenell
Beautyon_,RichardGrenell
Orianerose,progressive_va
m477h3wT,RichardGrenell
freshestnal,dbongino
SuesBluesOpened,dbongino
TracyG39744859,RichardGrenell
bktandem,LeslieM3355
James_HUxley,tleehumphrey
Sage44786755,OratorBlog
AkSeashell,RichardGrenell
moebiusz,officialmcafee
Dcall1951,RichardGrenell
moussechino,David_Bossie
cmteed,RichardGrenell
Pete11139964,nateblackout
philipzuba,RichardGrenell
Hutch42073,RichardGrenell
_davy_b,dbongino
chinster2017,RichardGrenell
ceciliacorona_,bigshitxtalker
1NunderGod_Emly,dbongino
ablebestcorrect,tracilaw
ozzyogkush,ArtieVandelay1
dlwolff1975,chadfelixg
ashish20188,amz360
AmyJohn07108294,dbongino
PatriotBluesT,LaraPatriot
TheRealLefthook,RichardGrenell
StaceyMaLaine,RichardGrenell
DDDMay434,HSWT2020
Carolyn51002245,dbongino
covfefeLIGHT,RichardGrenell
BlessTexan,RichardGrenell
FoodForTruth1,WINDOCTORRX
MishogaWear,RichardGrenell
MaryPurifoy13,FedUpWithGovmt
drzoegrey,buszero
jjwallnutts,chadfelixg
nitepost,RichardGrenell
Soooda24,RichardGrenell
deberdoo000,RichardGrenell
Ruth04125244,ItsYardie
rab299,RichardGrenell
YHWHisGod4ever,David05217408
Jamie86340373,RichardGrenell
Piglet_scooter,RichardGrenell
RobertJWilmot2,RichardGrenell
gohar_kanwal,Mohsinamir10
WittaTwitta,DrGJackBrown
MC_Mad_Man,dbongino
SnoopyD29937961,DrGJackBrown
SuezWillson,joncoopertweets
dvan1313,RichardGrenell
Chris_09765,murray_nyc
charleneshughes,RichardGrenell
tstarckmd,dbongino
jbgoode7,RichardGrenell
mydog96,RichardGrenell
maziart,RichardGrenell
JamieCo59213250,dbongino
Rosa49680894,RichardGrenell
Vote4Trump_MAGA,dbongino
newliberallogic,gracefullysouth
helloall2317,LandM_Marius
MishogaWear,RichardGrenell
JennyKnafelman,dbongino
gwshark11,RichardGrenell
WalnutDrummer,dbongino
jazeemom,RichardGrenell
jenniferpearce,RichardGrenell
JenniferLMetro,justine_clout
lorinda1434,RichardGrenell
jamiecoleman57,Mrlend
worldpce0,joncoopertweets
drrgators72,chadfelixg
caseygirl511,Strandjunker
JEANNEinWa,toddeherman
TwnzMom55,Sun_Q_Tzu
Morse2009Morse,RichardGrenell
babak7702003,RichardGrenell
thecementpond,RichardGrenell
DeplorableCanad,RichardGrenell
DanielTheBoone,questlove
Anthony67300044,joncoopertweets
luimarci,ColMorrisDavis
wendyhullfish,dbongino
Prageetnoone,RichardGrenell
solodadmd,dbongino
DaleAllgood1,RichardGrenell
JahangirTaban,RichardGrenell
markhearon,dbongino
MarthaW19860146,RichardGrenell
Medstudntopines,Btaylor74
Linflas,RichardGrenell
JwemrJim,RichardGrenell
gupdiver,dbongino
Big_Cajun_Man,Big_Cajun_Man
KazemEbrahim131,RichardGrenell
H2oVolk,RichardGrenell
KenHansen23,RichardGrenell
ctmommy,RichardGrenell
jihchs,RichardGrenell
Alienjunky69,dbongino
Pete11139964,maxberger
Imorg2,bindyb123
BeataVeleber,RichardGrenell
DDDMay434,RobGreene_Q1776
bevieric,AtlanticCanuck
FaranakAzad1,alpvegsee
gohar_kanwal,Q1Z2W
OkanaganLeigh,DrGJackBrown
AmyRose77253769,RichardGrenell
RealistStix,RichardGrenell
susanjsmith2,RichardGrenell
LOYALtoTRUMP,RichardGrenell
Judyelle1,RichardGrenell
brents_,officialmcafee
janetmp7,dbongino
FoodForTruth1,RichardGrenell
belindawooley,RichardGrenell
gwshark11,RichardGrenell
DucadiSpalato,iraLFOD
MrXphilly,Btaylor74
BigM0h,RichardGrenell
MamaJohns_,RichardGrenell
dejae02,RichardGrenell
CindiPuncerelli,RichardGrenell
RoyHight,RichardGrenell
Lowery67Nelson,TheRightMelissa
LaciLou77,DrGJackBrown
bheyreddd,SethAbramson
SuzyCampbell20,RichardGrenell
FoosaBoi,chadfelixg
lea_marlyere,RichardGrenell
MY_BORDERCOLLIE,DrGJackBrown
BethReynoldsGSD,RichardGrenell
cometsteele,RichardGrenell
boricua96ca,dbongino
heroesofmine,heroesofmine
dmon4ever,FedUpWithGovmt
mydog96,chadfelixg
DLG30019,RichardGrenell
val26534947,RichardGrenell
jamesspivey,RichardGrenell
EDeplorable2020,RichardGrenell
bevieric,American_Icarus
dance_uldis,RichardGrenell
JBaileysMom,PartymanRandy
Doxie1231,RichardGrenell
masterchiefLt,dbongino
MattParscale,RichardGrenell
durtyshotz,chadfelixg
iams_roy,SuperSaf
wonhunglow98,MarxDribble
Realjeanguy,RichardGrenell
CwazupJ,murray_nyc
Agenda45_,dbongino
MaffiMiki,RichardGrenell
NimeshNeema,fraying
ddmouton,RichardGrenell
tqtt2020,RichardGrenell
belindawooley,RichardGrenell
jihchs,RichardGrenell
Samfor3,RichardGrenell
Lowery67Nelson,TheRightMelissa
ThrillDCBill,timbrow38665042
Enewetak7241,dbongino
MorgBGreat,bigshitxtalker
ddmouton,RichardGrenell
GrowerKen,dbongino
MindyEr00926548,RichardGrenell
silverbulletguy,RichardGrenell
mkone1949,dbongino
springtimein,lsanger
Strangelove5150,RichardGrenell
gambit1138,SethAbramson
MAGA10x100,RichardGrenell
drzoegrey,davelukasek
stillgray,RichardGrenell
YockeyWendy,EliseStefanik
AaronCwell,RichardGrenell
jihchs,RichardGrenell
MariemeysMarie,JenGranholm
sc_lorraine,RichardGrenell
realstm34,RichardGrenell
SleepsWithDogs1,DrGJackBrown
JessieJam3,dbongino
MrFly187,joncoopertweets
Archie__Hunt,RichardGrenell
KarenPye15,Hoosiers1986
NCAArigged,RichardGrenell
ProudAmerica4,RichardGrenell
Sugardrop37,RichardGrenell
EvanANace,HandOfGod7
TheTwin41092514,RichardGrenell
MicheleCorrao8,17ThankQ
5838Lex,weathershore11
LindaLeppla,dbongino
braschen1,dbongino
TellerCheryl,RichardGrenell
StokNathalie,DeltaBravoUSA
urxclnc,RichardGrenell
Mgregory5,EliseStefanik
DonnaKC6,RichardGrenell
BobClyde6,RichardGrenell
IamMrDome,dbongino
dilemarocks,RichardGrenell
Ario4l210,RichardGrenell
HorrorHouse818,joncoopertweets
JordynTrump1,FedUpWithGovmt
viannpfister,RichardGrenell
kerby74,RichardGrenell
DepKristine,RichardGrenell
DwayneMcDevitt,dbongino
BigD50927583,RichardGrenell
Justgoodlivin,RichardGrenell
streetchdc,dbongino
TheMaxMcKinley,Romano5149
dilinger501,chadfelixg
Zausel1162,RichardGrenell
TreyMays,RichardGrenell
Tone416,RichardGrenell
shari_lawson1,RichardGrenell
Darwing_Reyes_R,dbongino
dorothyjyotisi,RichardGrenell
MaryPurifoy13,dbongino
gem19712002,RichardGrenell
gibb491,RichardGrenell
tasmaniacal1,chadfelixg
PresidentBenja1,RichardGrenell
RachelW94271874,dbongino
JamesVa08063380,RichardGrenell
joanmh8,Human1Being2
Ruth62979242,nateblackout
MamaJohns_,RichardGrenell
ProudAmerica4,SodaCtySheepdog
AugeForTrump,RichardGrenell
SaulGoo78727857,RichardGrenell
DRils,dbongino
LaurenHailey201,RichardGrenell
hamad_cfc,RichardGrenell
dekentro,dbongino
clamence,dbongino
marksward85,RichardGrenell
Oshiocee,chadfelixg
casciello,CallingBSonU
Lowery67Nelson,SexCounseling
JarJarrBlinks,GFano2
Crossbays,DrGJackBrown
JoanneWT09,deanomight1
lionsmds,RichardGrenell
jamiecoleman57,KatMaher64
utah_ute_gal,RichardGrenell
Sk_Indian_143,AnnasAli_
nysportsfan1364,RichardGrenell
angels_xr,BrettRedacted
MaralynBurstein,RichardGrenell
mickeykeith,RichardGrenell
ck08022016,RichardGrenell
DianaMiteLady,RichardGrenell
Brongreen3,dbongino
hilton_jere,RichardGrenell
Ruth62979242,BBrkdwn
marydixon967,DrGJackBrown
HecateCrossroad,dbongino
SteveRo22616841,dbongino
SueGlashauser,Out5p0ken
jharrington65,RichardGrenell
MamaJohns_,RichardGrenell
melin123,RichardGrenell
knighthorse13,RichardGrenell
BlackMa04831503,RichardGrenell
joelstephens7,RichardGrenell
ffreyssenet,juliencdt
Ron97687992,RichardGrenell
TheTwin41092514,dbongino
DDDMay434,NLDPatriot
cjr1969,dbongino
TNMyRuby1,RichardGrenell
kwedge53k,CindyKendrick11
JessieJam3,RichardGrenell
MyoWin42802208,dbongino
3cular,RichardGrenell
Tmontenena,LeslieM3355
stan82962,dbongino
PuppyResists,FeddiUp
WaltyJr,ColMorrisDavis
jodieluvhandles,RichardGrenell
fenton_pam,dbongino
JackRea12690106,RichardGrenell
prattdbz,RichardGrenell
MANNYPIMENTEL73,T_S_P_O_O_K_Y
LULU19691979,dbongino
isavega2017,dbongino
BeckRamJet,RichardGrenell
Lowery67Nelson,SexCounseling
madrexfive,dbongino
redviolet1458,RichardGrenell
KiraNishioka,RichardGrenell
davenovar,DrGJackBrown
PRryan7,RichardGrenell
DianneK102805,RichardGrenell
EclecticMommaZ,AdamCC75
LorenadelCampo4,dbongino
NCAArigged,RichardGrenell
mountai39858604,RichardGrenell
rangertx08008,RichardGrenell
OneDurrWoman,RichardGrenell
Linda54243596,RichardGrenell
2shell1,RichardGrenell
ambjul5,dbongino
pjbjorlo,ColMorrisDavis
NoFactoid,RichardGrenell
YankeeFanBk,RichardGrenell
maximlott,RichardGrenell
Italianmike,1JohnEBravo
1stnationsvet,dbongino
jcvazzy,dbongino
Gipper1981RME,RichardGrenell
jessicanickel07,DrGJackBrown
benjamanf,dbongino
JanineOShea,justine_clout
jan_benners,RichardGrenell
RevRuch,BonniBK
OnceVirginian,RichardGrenell
NoisyInfamous,dbongino
JMFDSJ,QuareFellas
rampant_apathy,RichardGrenell
LPsupportsTrump,dbongino
LaurenDownSouth,ColMorrisDavis
RattlesnakeCre1,ArtieVandelay1
10dano9921,patriot6637631
reasonnorvirtue,RichardGrenell
LacysLoveCavemn,RichardGrenell
rocketnasared4,murray_nyc
ebt0604,ColMorrisDavis
Deege2554,RichardGrenell
SwampYnkStoolie,chadfelixg
Souther77581790,dbongino
GaryjJeffrey,JoeTLord
DianaMiteLady,RichardGrenell
Patriot27037659,dbongino
simplylorilee,RichardGrenell
Jodicasey8,RichardGrenell
EDeplorable2020,Hoosiers1986
TexasBaseballMa,RichardGrenell
Curlyn13,DrGJackBrown
KarlinWill,teedanyeur
Yulyamel,RichardGrenell
MaralynBurstein,RichardGrenell
loverboy12390,RichardGrenell
BillCody,SethAbramson
Ruth62979242,nateblackout
DeannePccn,RichardGrenell
DaveTone,Strandjunker
NTX_Patriot_,dbongino
Ario4l210,RichardGrenell
AliBreault,RichardGrenell
wsaideh74,RichardGrenell
Ray1bay1,RichardGrenell
maximlott,chadfelixg
ctmommy,justine_clout
Letsgetitright1,RichardGrenell
WaltsPrincesss,RichardGrenell
pvcannon,DrGJackBrown
Lisa_A_Molloy,prayerfeathers
NancyStickel001,RichardGrenell
akmac1111,RichardGrenell
EmekaOliver7,RichardGrenell
Juleskeeley,DrGJackBrown
SianStiling,dbongino
AngieTink,RichardGrenell
tigerangel61,dbongino
ChrisP1_,RichardGrenell
desiprocess,attomeybharti
TheSonOfJewel,TheSonOfJewel
babak7702003,RichardGrenell
deb_garcia,RichardGrenell
tchridea,JaelMoray
AkivaGn,RichardGrenell
drzoegrey,mike_behrens
lionsmds,RichardGrenell
SummerLake17,RichardGrenell
NJConservative_,RichardGrenell
DismukeScott,dbongino
BayouDeplorable,RichardGrenell
Chazwalla,RichardGrenell
MSPatriotQ,dbongino
PlankownerCVN71,RichardGrenell
billsutterfield,RichardGrenell
Peace86800955,RichardGrenell
juniebug_77,RichardGrenell
nose_under,RichardGrenell
springtimein,dbongino
CynthiaCoopers2,RichardGrenell
